AffairShortId,AffairTitle,VoteDate,VoteMeaningYes,VoteMeaningNo
20180031,Projet fiscal 17,Sep 12 2018,Proposition de la majorité,Proposition de la minorité I Matter
20180031,Projet fiscal 17,Sep 12 2018,Proposition de la majorité (selon CE),Proposition de la minorité II Flückiger Sylvia
20180031,Projet fiscal 17,Sep 12 2018,Adopter la proposition de la minorité II Birrer-Heimo,Rejeter la proposition de la minorité II Birrer-Heimo
20180031,Projet fiscal 17,Sep 12 2018,Adopter la proposition de la minorité III Birrer-Heimo,Rejeter la proposition de la minorité III Birrer-Heimo
20180031,Projet fiscal 17,Sep 12 2018,Adopter la proposition de la minorité IV Pardini,Rejeter la proposition de la minorité IV Pardini
20180031,Projet fiscal 17,Sep 12 2018,Adopter la proposition de la minorité Aeschi Thomas,Rejeter la proposition de la minorité Aeschi Thomas
20180031,Projet fiscal 17,Sep 12 2018,Proposition de la majorité,Proposition de la minorité Barazzone 
20180031,Projet fiscal 17,Sep 12 2018,Adopter l'article (selon la règle sur le frein aux dépenses),Rejeter
20180031,Projet fiscal 17,Sep 12 2018,Adopter le projet,Rejeter le projet
20180031,Projet fiscal 17,Sep 12 2018,Proposition de la majorité,Proposition de la minorité I Rytz Regula
20180032,Geler les effectifs de la Confédération au niveau de 2015. Rapport du Conseil fédéral sur le classement de la motion 15.3494 (CdF-CE),Mar 12 2019,Proposta della commissione e del Consiglio federale (stralciare dal ruolo la mozione) ,Proposta individuale Zanetti (non stralciare dal ruolo)
20180033,Déclaration du Conseil national. Stop aux crimes de guerre en Syrie,May 28 2018,Proposition de la majorité (adopter la déclaration) ,Proposition de la minorité Estermann (rejeter la déclaration)
20180035,Davantage de logements abordables. Initiative populaire et crédit-cadre destiné à alimenter le fonds de roulement,Mar 22 2019,Accettare il progetto,Respingere il progetto
20180035,Davantage de logements abordables. Initiative populaire et crédit-cadre destiné à alimenter le fonds de roulement,Dec 12 2018,Proposta della maggioranza della CET e della minoranza Keller Peter della CdF (non entrare in materia),"Proposta della maggioranza della CdF, della minoranza Müller Leo della CET e del CF (entrare in materia)"
20180035,Davantage de logements abordables. Initiative populaire et crédit-cadre destiné à alimenter le fonds de roulement,Dec 14 2018,Accettare il progetto,Respingere il progetto
20180035,Davantage de logements abordables. Initiative populaire et crédit-cadre destiné à alimenter le fonds de roulement,Dec 14 2018,Proposta della maggioranza CET e CdF,Proposta della minoranza Marra (CET) e Gysi (CdF) 
20180035,Davantage de logements abordables. Initiative populaire et crédit-cadre destiné à alimenter le fonds de roulement,Dec 14 2018,Proposta della maggioranza,Proposta della minoranza Töngi (CET)
20180035,Davantage de logements abordables. Initiative populaire et crédit-cadre destiné à alimenter le fonds de roulement,Dec 14 2018,Accettare l'articolo secondo la regola del freno alle spese,Respingere 
20180035,Davantage de logements abordables. Initiative populaire et crédit-cadre destiné à alimenter le fonds de roulement,Dec 14 2018,Proposta della maggioranza (raccomandazione di respingere l'iniziativa poploare),Proposta della minoranza Töngi  (raccomandazione d'accettare  l'iniziativa poploare)
20180036,LAMal. Adaptation des franchises à l'évolution des coûts,Nov 26 2018,Proposition de la majorité (entrer en matière) ,Proposition de la minorité Gysi (ne pas entrer en matière)
20180036,LAMal. Adaptation des franchises à l'évolution des coûts,Nov 26 2018,Adopter le projet,Rejeter le projet
20180036,LAMal. Adaptation des franchises à l'évolution des coûts,Mar 22 2019,Accettare il progetto,Respingere il progetto
20180037,Pour combler les lacunes de l'assurance-accidents. Rapport du Conseil fédéral sur le classement de la motion 11.3811 (Darbellay),Mar 19 2019,Proposta della maggioranza e del Consiglio federale (stralciare dal ruolo) ,Proposta della minoranza Nantermod (non stralciare dal ruolo) 
20180039,Double imposition. Convention avec la Zambie,Dec 06 2018,Adopter le projet,Rejeter le projet
20180039,Double imposition. Convention avec la Zambie,Dec 14 2018,Accettare il progetto,Respingere il progetto
20180040,Double imposition. Convention avec l’Equateur,Dec 06 2018,Adopter le projet,Rejeter le projet
20180040,Double imposition. Convention avec l’Equateur,Dec 14 2018,Accettare il progetto,Respingere il progetto
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza II Schneider Schüttel 
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Schwander
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Grüter
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Accettare il progetto,Respingere il progetto
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Accettare l'articolo 11,Respingere
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza,Proposta della minoranza Meyer Mattea (secondo CF)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza II Schneider Schüttel
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 28 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Frehner
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo CF) ,Proposta della minoranza II Schneider Schüttel
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo il CF),Proposta della minoranza Keller Peter
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo CF) ,Proposta della minoranza I Gysi
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo CF) ,Proposta della minoranza Grin 
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Grin 
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Grin
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza,Proposta della minoranza Gmür (secondo CF)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 28 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza I Bendahan
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 28 2018,Proposta della maggioranza,Proposta della minoranza Weibel (secondo CF)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza,Proposta della minoranza Hadorn (secondo CF)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 28 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Bigler
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 27 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza III Keller Peter
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Kiener Nellen 
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza (secondo CF) ,Proposta della minoranza Schneider Schüttel
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza,Proposta della minoranza Siegenthaler (secondo CF)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Accettare l'articolo,Respingere
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Accettare il progetto ,Respingere il progetto
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Dec 06 2018,Proposta della maggioranza (mantenere),Proposta della minoranza Weibel (secondo CS e CF)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Dec 06 2018,Proposta della maggioranza (secondo CS e CF) ,Proposta della minoranza Schneider Schüttel (mantenere)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Dec 06 2018,Proposta della maggioranza (secondo CS),Proposta della minoranza Bigler (secondo CF)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Dec 06 2018,Proposta della maggioranza (mantenere = CF),Proposta della minoranza Schneider Schüttel (secondo CS) 
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Dec 06 2018,Proposta della maggioranza (secondo CS e CF),Proposta della minoranza Schneider Schüttel (mantenere)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Dec 06 2018,Proposta della maggioranza (mantenere) ,Proposta della minoranza Siegenthaler (secondo CS)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Nicolet
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Dec 06 2018,Proposa della commissione (mantenere),Proposta del Consiglio federale
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Dec 13 2018,Proposta della maggioranza (secondo CS),Proposta della minoranza Bigler (respingere)
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Dec 13 2018,Accogliere la proposta della Conferenza di conciliazione ,Respingere la proposta
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 28 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Bendahan
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Frehner
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Schneider Schüttel 
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Schneider Schüttel
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza I Schneider Schüttel
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza (secondo CF),Proposta della minoranza Hausammann 
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Nov 29 2018,Proposta della maggioranza (secondo la Delegazione amministrativa),Proposta della minoranza Kiener Nellen
20180041,Budget 2019 assorti du plan intégré des tâches et des finances 2020-2022,Dec 11 2018,,Proposta della minoranza Kiener Nellen (secondo CS)
20180042,Budget 2018. Supplément II,Nov 29 2018,Accettare il progetto ,Respingere il progetto
20180042,Budget 2018. Supplément II,Nov 29 2018,Accettare l'articolo 3,Respingere 
20180042,Budget 2018. Supplément II,Nov 29 2018,Accettare il progetto,Respingere il progetto
20180044,"Vue d’ensemble du développpement à moyen terme de la politique agricole. Rapport du Conseil fédéral en réponse aux postulats 14.3514 (Knecht), 14.3537 (Noser), 14.3618 (Aebi), 14.3894 (von Siebenthal), 14.3991 (de Buman), 14.4046 (Keller-Sutter), 14.4098 (Müller Walter), 17.3401 (Müller Damian)",Jun 04 2018,Proposition de la majorité (renvoi du point 4) ,Proposition de la minorité Jans (biffer le point 4)
20180044,"Vue d’ensemble du développpement à moyen terme de la politique agricole. Rapport du Conseil fédéral en réponse aux postulats 14.3514 (Knecht), 14.3537 (Noser), 14.3618 (Aebi), 14.3894 (von Siebenthal), 14.3991 (de Buman), 14.4046 (Keller-Sutter), 14.4098 (Müller Walter), 17.3401 (Müller Damian)",Jun 04 2018,Proposition de la majorité (renvoi du point 2),Proposition de la minorité Walti Beat (biffer le point 2)
20180044,"Vue d’ensemble du développpement à moyen terme de la politique agricole. Rapport du Conseil fédéral en réponse aux postulats 14.3514 (Knecht), 14.3537 (Noser), 14.3618 (Aebi), 14.3894 (von Siebenthal), 14.3991 (de Buman), 14.4046 (Keller-Sutter), 14.4098 (Müller Walter), 17.3401 (Müller Damian)",Jun 04 2018,Proposition de la majorité (renvoi au CF),Proposition de la minorité Walti Beat (rejet du renvoi)
20180047,LAMal. Admission des fournisseurs de prestations,Dec 12 2018,Proposta della maggioranza,Proposta della minoranza Humbel 
20180047,LAMal. Admission des fournisseurs de prestations,Dec 12 2018,Proposta della maggioranza,Proposta della minoranza Ruiz Rebecca (stralciare)
20180047,LAMal. Admission des fournisseurs de prestations,Dec 12 2018,Proposta della maggioranza,Proposta della minoranza Ruiz Rebecca
20180047,LAMal. Admission des fournisseurs de prestations,Dec 12 2018,Proposta della maggioranza,Proposta della minoranza Carobbio Guscetti (stralciare=CF)
20180047,LAMal. Admission des fournisseurs de prestations,Dec 12 2018,Proposta della maggioranza,Proposta della minoranza Carobbio Guscetti (secondo CF)
20180047,LAMal. Admission des fournisseurs de prestations,Dec 12 2018,Accettare il progetto,Respingere il progetto
20180048,Transfèrement des personnes condamnées. Amendement au Protocole additionnel,Mar 04 2019,Accettare il progetto,Respingere il progetto
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Accettare il progetto,Respingere il progetto
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della maggioranza,Proposta della minoranza Arslan
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della maggioranza,Proposta della minoranza Mazzone
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della maggioranza,Proposta della minoranza Marti Min Li
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della maggioranza (secondo CF),Proposta della minoranza Arslan
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della maggioranza,Proposta della minoranza Gmür-Schönenberger (ripresa da Guhl)
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della maggioranza (secondo CF),Proposta della minoranza Flach
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della maggioranza,Proposta della minoranza II Arslan
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della maggioranza (secondo CF) ,Proposta della minoranza Marti Min Li
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della maggioranza,Proposta della minoranza Arslan (stralciare)
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della maggioranza (non rinviare) ,Proposta della minoranza Marti Min Li (rinvio al CF)
20180049,Loi sur les services d‘identification électronique,Mar 20 2019,Proposta della commissione,Proposta del Consiglio federale
20180050,Prise en compte fiscale des frais de garde des enfants par des tiers,Mar 12 2019,Proposta della commissione (secondo il diritto vigente),Proposta individuale Kutter
20180050,Prise en compte fiscale des frais de garde des enfants par des tiers,Mar 12 2019,Proposta della maggioranza (secondo CF),Proposta della minoranza Aeschi Thomas (stralciare)
20180050,Prise en compte fiscale des frais de garde des enfants par des tiers,Mar 12 2019,Proposta della commissione (non rinviare),Proposta individuale Badran (rinviare al CF)
20180050,Prise en compte fiscale des frais de garde des enfants par des tiers,Mar 12 2019,Proposta della maggioranza,Proposta della minoranza Rytz Regula 
20180050,Prise en compte fiscale des frais de garde des enfants par des tiers,Mar 12 2019,Accettare il progetto,Respingere il progetto
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della maggioranza,Proposta della minoranza III Mazzone (stralciare la lett. b)
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Accettare il progetto,Respingere il progetto
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della maggioranza (entrare in materia),Proposta della minoranza Mazzone (non entrare in materia)
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della maggioranza,Proposta della minoranza I Flach (secondo Consiglio federale)
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della maggioranza,Proposta della minoranza II Nidegger (stralciare l'articolo)
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della commissione,Proposta Wasserfallen Flavia
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della maggioranza,Proposta della minoranza II Arslan (stralciare)
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della maggioranza (secondo CF),Proposta della minoranza I Aebischer Matthias
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della maggioranza,Proposta della minoranza II Mazzone
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della commissione (stralciare),Proposta Grossen (secondo il Consiglio federale)
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della maggioranza (secondo il Consiglio federale),Proposta della minoranza I Mazzone
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della maggioranza (secondo il Consiglio federale),Proposta della minoranza II Mazzone (stralciare la lett. c)
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della commissione (secondo il Consiglio federale),Proposta Ruppen (stralciare = diritto vigente)
20180051,Loi sur le Tribunal fédéral. Modification,Mar 13 2019,Proposta della maggioranza (secondo il Consiglio federale),Proposta della minoranza Markwalder
20180054,Message 2018 sur les immeubles du DFF,Dec 13 2018,accogliere il progetto,respingere il progetto
20180054,Message 2018 sur les immeubles du DFF,Dec 13 2018,accogliere l'articolo secondo la regole del freno alle spese,respingere l'articolo
20180055,Introduction de l'échange automatique de renseignements relatifs aux comptes financiers avec la République de Singapour et Hong Kong et avec d’autres États partenaires,Dec 14 2018,Accettare il progetto,Respingere il progetto
20180055,Introduction de l'échange automatique de renseignements relatifs aux comptes financiers avec la République de Singapour et Hong Kong et avec d’autres États partenaires,Dec 13 2018,accogliere il progetto,respingere il progetto
20180056,Loi sur les forces hydrauliques. Modification,Mar 22 2019,Accettare il progetto,Respingere il progetto
20180056,Loi sur les forces hydrauliques. Modification,Mar 12 2019,Proposta della maggioranza (secondo CS e CF),Proposta della minoranza Wasserfallen Christian
20180056,Loi sur les forces hydrauliques. Modification,Mar 12 2019,Accettare il progetto,Respingere il progetto
20180057,Loi sur l’expropriation. Modification,Jun 03 2019,Accettare il progetto,Respingere il progetto
20180057,Loi sur l’expropriation. Modification,Jun 03 2019,Proposta della commissione (secondo CF),Proposta individuale Merlini (stralciare)
20180057,Loi sur l’expropriation. Modification,Jun 03 2019,Proposta della commissione,Proposta individuale Merlini
20180057,Loi sur l’expropriation. Modification,Jun 03 2019,Proposta della maggioranza,Proposta della minoranza Merlini (secondo CF)
20180057,Loi sur l’expropriation. Modification,Jun 03 2019,Proposta della maggioranza,Proposta della minoranza Wasserfallen Flavia (stralciare) 
20180058,Lutte contre la criminalité. Accord avec la Bulgarie,Mar 04 2019,Accettare il progetto,Respingere il progetto
20180059,"Sécurité, sûreté et services lors des matches de football et autres manifestations sportives. Convention du Conseil de l’Europe",Mar 04 2019,Proposta della maggioranza (entrare in materia),Proposta della minoranza Tuena (non entrare in materia)
20180059,"Sécurité, sûreté et services lors des matches de football et autres manifestations sportives. Convention du Conseil de l’Europe",Mar 04 2019,Accettare il progetto,Respingere il progetto
20180062,Double imposition. Convention avec le Royaume-Uni,Mar 22 2019,Accettare il progetto,Respingere il progetto
20180062,Double imposition. Convention avec le Royaume-Uni,Dec 06 2018,Adopter le projet,Rejeter le projet
20180063,Convention multilatérale pour la mise en oeuvre des mesures relatives aux conventions fiscales pour prévenir l'érosion de la base d'imposition et le transfert de bénéfices. Approbation,Mar 13 2019,Proposta della maggioranza (entrare in materia),Proposta della minoranza Amaudruz (non entrare in materia)
20180063,Convention multilatérale pour la mise en oeuvre des mesures relatives aux conventions fiscales pour prévenir l'érosion de la base d'imposition et le transfert de bénéfices. Approbation,Mar 13 2019,Accettare il progetto,Respingere il progetto
20180063,Convention multilatérale pour la mise en oeuvre des mesures relatives aux conventions fiscales pour prévenir l'érosion de la base d'imposition et le transfert de bénéfices. Approbation,Mar 22 2019,Accettare il progetto,Respingere il progetto
20180064,Double imposition. Convention avec le Brésil,Dec 06 2018,Adopter le projet,Rejeter le projet
20180064,Double imposition. Convention avec le Brésil,Mar 22 2019,Accettare il progetto,Respingere il progetto
20180065,Trafic d'agglomération. Crédits d'engagement à partir de 2019,Mar 11 2019,Accettare l'articolo secondo la regola del freno alle spese,Respingere l'articolo
20180065,Trafic d'agglomération. Crédits d'engagement à partir de 2019,Mar 11 2019,Proposta della maggioranza,Proposta della minoranza Töngi e della commissione delle finanze (secondo CF)
20180065,Trafic d'agglomération. Crédits d'engagement à partir de 2019,Mar 11 2019,Proposta della  CTT,Proposta della CdF (secondo CF)
20180065,Trafic d'agglomération. Crédits d'engagement à partir de 2019,Mar 11 2019,Proposta della CTT,Proposta della CdF
20180065,Trafic d'agglomération. Crédits d'engagement à partir de 2019,Mar 11 2019,Proposta della maggioranza della CTT ,Proposta della minoranza della CTT Grossen Jürg
20180065,Trafic d'agglomération. Crédits d'engagement à partir de 2019,Mar 11 2019,Accettare il progetto,Respingere il progetto
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 21 2019,Approvare l'articolo 1 secondo la regola del freno alle spese,Respingere l'articolo
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 21 2019,Proposta della maggioranza,Proposta della minoranza Hadorn (stralciare)
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 21 2019,Accettare il progetto,Respingere il progetto
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Accettare la mozione d'ordine,Respingere la mozione
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Accettare il progetto,Respingere il progetto
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Accettare la proposta individuale Imark,Respingere la proposta
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Proposta della maggioranza e CF,Proposta della minoranza I Töngi (stralciare)
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Proposta della maggioranza,Proposta della minoranza V Ammann (stralciare)
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Proposta della maggioranza,Proposta della minoranza IV Töngi (stralciare)
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Proposta della maggioranza,Proposta della minoranza III Töngi (stralciare)
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Proposta della maggioranza e CF,Proposta della minoranza II Grossen Jürg (stralciare)
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Accettare l'articolo secondo la regola del freno alle spese,Respingere l'articolo
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Proposta della maggioranza (non rinviare),Proposta della minoranza Töngi  (rinvio al CF) 
20180066,"Routes nationales sur la période 2020-2023, étape d'aménagement 2019 des routes nationales et crédit d'engagement. Plafond de dépenses",Mar 11 2019,Accettare la proposta individuale Walliser,Respingere la proposta
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019,Accettare l'articolo secondo la regola del freno alle spese,Respingere l'articolo
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019,Accettare il progetto,Respingere il progetto
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019,Proposta della commissione di politica estera,"Proposta della commissione delle finanze (secondo il CS, stralciare)"
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019,Proposta della commissione delle finanze e proposta Campell (secondo CS),Proposta della minoranza I Büchel Roland
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019,Proposta della commissione delle finanze e proposta Campell (secondo CS) ,Proposta della minoranza II Arslan (stralciare)
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019,Proposta della maggioranza (entrare in materia),Proposta della minoranza Aebi Andreas (CPE) e della minoranza Keller Peter (CdF) (non entrare in materia)
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019,Proposta della maggioranza CPE,Proposta della commissione delle finanze e proposta Campell (secondo CS)
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019, Proposta della commissione delle istituzioni politiche,Proposta Glättli
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019,Proposta della commissione della politica estera (secondo CF),Proposta della commissione delle istituzioni politiche
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019,Proposta della maggioranza (non rinviare il progetto) ,Proposta della minoranza Portmann (CPE) (rinviare il progetto)
20180067,Réduction des disparités économiques et sociales dans l'Union européenne élargie. Deuxième contribution de la Suisse en faveur de certains Etats membres de l’UE,Mar 18 2019,Proposta della maggioranza,Proposta della minoranza Sommaruga Carlo 
20180068,Loi sur l’asile. Modification (Crédit-cadre migration; deuxième contribution suisse en faveur de certains Etats membres de l’UE),Mar 18 2019,Proposta della maggioranza (entrare in materia),Proposta della minoranza Glarner (non entrare in materia)
20180068,Loi sur l’asile. Modification (Crédit-cadre migration; deuxième contribution suisse en faveur de certains Etats membres de l’UE),Mar 18 2019,Proposta della maggioranza,Proposta della minoranza Rutz Gregor
20180068,Loi sur l’asile. Modification (Crédit-cadre migration; deuxième contribution suisse en faveur de certains Etats membres de l’UE),Mar 18 2019,Accettare il progetto,Respingere il progetto
20180072,Garanties fédérales liées aux prêts pour réserves obligatoires. Crédit d'engagement,Mar 21 2019,Accettare il progetto,Respingere il progetto
20180072,Garanties fédérales liées aux prêts pour réserves obligatoires. Crédit d'engagement,Mar 21 2019,Accogliere l'articolo secondo la regola sul freno alle spese,Respingere l'art. 1
20180073,"Pollution atmosphérique transfrontière. Protocole relatif à la réduction de l'acidification, de l'eutrophisation et de l'ozone troposphérique",Mar 22 2019,Accettare il progetto,Respingere il progetto
20180073,"Pollution atmosphérique transfrontière. Protocole relatif à la réduction de l'acidification, de l'eutrophisation et de l'ozone troposphérique",Mar 05 2019,Accettare il progetto,Respingere il progetto
20180074,Environnement mondial 2019-2022. Crédit-cadre,Mar 22 2019,Proposta della maggioranza (entrare in materia),Proposta della minoranza Müri (non entrare in materia) 
20180074,Environnement mondial 2019-2022. Crédit-cadre,Mar 22 2019,Accettarel'articolo secondo la regola del freno alle spese,Respingere l'articolo
